Time,Hostname,Destination Port,Bytes,Duration,Proxy,Your IP Address,Error Reason,Protocol
2025-12-22 21:06:13.194743+00:00,tzm.px-cloud.net,443,6387,0.008286671,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:05:38.392852+00:00,mail.yahoo.com,443,20868,0.002483549,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:04:36.640749+00:00,api-ui.hyperliquid-testnet.xyz,443,178984,0.001939995,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:04:35.165579+00:00,api-ui.hyperliquid.xyz,443,34367,0.001815899,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:04:35.157326+00:00,api-ui.hyperliquid-testnet.xyz,443,10350,0.003195899,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:04:35.155725+00:00,api-ui.hyperliquid.xyz,443,10645,0.001963446,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:04:08.533674+00:00,ws.chatgpt.com,443,13264,0.006402591,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:38.411168+00:00,mail.yahoo.com,443,26379,0.004501099,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:27.351813+00:00,api.hyperliquid.xyz,443,6344,0.00210091,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:27.314751+00:00,api.hyperliquid.xyz,443,6344,0.001869029,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:27.265895+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002079564,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:26.361050+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002558358,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:26.329174+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002339562,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:26.285139+00:00,api.hyperliquid-testnet.xyz,443,6376,0.006053343,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:25.191486+00:00,api.hyperliquid.xyz,443,6344,0.001835043,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:25.139982+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002241201,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:25.132041+00:00,api.hyperliquid.xyz,443,6344,0.002316411,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:23.722697+00:00,api.hyperliquid-testnet.xyz,443,6376,0.0026026,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:23.711657+00:00,api.hyperliquid-testnet.xyz,443,6376,0.003482744,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:22.754340+00:00,api.hyperliquid.xyz,443,6344,0.002235561,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:22.748512+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002304001,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:22.686458+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002221018,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:21.173692+00:00,api.hyperliquid.xyz,443,6344,0.002248339,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:21.142420+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002378619,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:21.122503+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002162747,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:19.981991+00:00,api.hyperliquid.xyz,443,6344,0.002161621,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:19.961320+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002780861,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:19.944270+00:00,api.hyperliquid-testnet.xyz,443,6376,0.00203525,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:18.316646+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002048852,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:18.288293+00:00,api.hyperliquid.xyz,443,6344,0.002003316,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:18.283218+00:00,api.hyperliquid.xyz,443,6344,0.002034607,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:17.216301+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002112085,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:17.212901+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002309702,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:15.837278+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002253808,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:15.837519+00:00,api.hyperliquid-testnet.xyz,443,6376,0.00214052,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:15.776430+00:00,api.hyperliquid.xyz,443,6344,0.002545039,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:15.769959+00:00,api.hyperliquid.xyz,443,6344,0.002287864,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:14.701278+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002234678,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:14.690046+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002199531,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:13.063407+00:00,api.hyperliquid-testnet.xyz,443,6376,0.005066178,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:13.052968+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002273695,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:13.007469+00:00,api.hyperliquid.xyz,443,6344,0.005039095,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:11.865428+00:00,api.hyperliquid-testnet.xyz,443,6376,0.00248824,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:10.638565+00:00,api.hyperliquid-testnet.xyz,443,6376,0.00197935,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:09.746711+00:00,api.hyperliquid.xyz,443,6344,0.001939623,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:09.725725+00:00,api.hyperliquid.xyz,443,6344,0.002108194,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:09.690556+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002265336,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:08.556443+00:00,api.hyperliquid.xyz,443,6344,0.005243469,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:08.543552+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002083834,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:08.517973+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002094317,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:07.648599+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002650434,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:07.631143+00:00,api.hyperliquid-testnet.xyz,443,6376,0.005616332,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:07.614133+00:00,api.hyperliquid.xyz,443,6344,0.002126358,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:07.611443+00:00,api.hyperliquid.xyz,443,6344,0.001982469,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:07.609349+00:00,api.hyperliquid.xyz,443,6344,0.002045039,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:07.596593+00:00,api.hyperliquid-testnet.xyz,443,6376,0.004789037,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:06.403113+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002089835,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:06.400737+00:00,api.hyperliquid.xyz,443,6344,0.003139226,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:06.400081+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002477542,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:06.399616+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002266324,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.579648+00:00,api.hyperliquid-testnet.xyz,443,6376,0.001830269,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.579161+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002002407,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.578470+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002017066,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.578860+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002291532,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.530697+00:00,api.hyperliquid.xyz,443,6344,0.001883897,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.516122+00:00,api.hyperliquid.xyz,443,6344,0.002067797,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.516389+00:00,api.hyperliquid.xyz,443,6344,0.001875679,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.514505+00:00,api.hyperliquid.xyz,443,6344,0.001957689,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.513475+00:00,api.hyperliquid-testnet.xyz,443,6376,0.001945771,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:05.513290+00:00,api.hyperliquid.xyz,443,6344,0.002026994,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:04.138646+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002138775,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:04.117037+00:00,api.hyperliquid.xyz,443,6344,0.002297225,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:04.116224+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002099664,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:04.116801+00:00,api.hyperliquid-testnet.xyz,443,6376,0.00202386,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:04.115205+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002425589,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:04.115761+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002137574,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:03.068439+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002142661,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:03.046240+00:00,api.hyperliquid-testnet.xyz,443,6376,0.003018654,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:03.044321+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002242795,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:03.044746+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002343055,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:03.043953+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002202164,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:03.043531+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002269371,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:02.656542+00:00,api.hyperliquid.xyz,443,6344,0.002331032,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:02.645288+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002101373,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:01.157913+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002260371,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:01.102191+00:00,api.hyperliquid.xyz,443,6344,0.002843067,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:03:01.102323+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002115333,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:59.956004+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002082384,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:59.954797+00:00,api.hyperliquid.xyz,443,6344,0.00202847,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:58.844409+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002145077,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:58.842933+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002013027,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:57.624642+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002067083,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:56.727246+00:00,api.hyperliquid.xyz,443,6344,0.00205564,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:56.727136+00:00,api.hyperliquid.xyz,443,6344,0.001995893,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:56.669173+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002024904,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:56.668899+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002035033,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:55.402200+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002075093,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:55.402818+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002146067,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:54.163417+00:00,api.hyperliquid.xyz,443,6344,0.002000192,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:52.909794+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002502572,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:52.010555+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002654883,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:51.960941+00:00,api.hyperliquid.xyz,443,6344,0.004894524,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:51.246656+00:00,api.hyperliquid.xyz,443,6344,0.002653687,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:51.219015+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002774151,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:51.207000+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002235551,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:49.819322+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002046913,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:49.806103+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002141834,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:49.763073+00:00,api.hyperliquid.xyz,443,6344,0.002099904,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:48.474546+00:00,api.hyperliquid.xyz,443,6344,0.00259528,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:48.452045+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002260516,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:47.702419+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002114358,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:47.686179+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002446092,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:47.210818+00:00,api.hyperliquid-testnet.xyz,443,6376,0.017419362,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:47.191235+00:00,api.hyperliquid.xyz,443,6344,0.002148987,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:45.903554+00:00,api.hyperliquid.xyz,443,6344,0.002369595,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:45.901450+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002601576,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:44.260917+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002272991,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:44.260044+00:00,api.hyperliquid-testnet.xyz,443,644968,0.004318918,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:44.259458+00:00,api.hyperliquid-testnet.xyz,443,6376,0.003124164,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:44.210980+00:00,api.hyperliquid-testnet.xyz,443,67757,0.001845072,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:44.208878+00:00,api.hyperliquid.xyz,443,6344,0.001915593,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:44.204018+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002237501,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:43.071693+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002603717,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:42.025891+00:00,api.hyperliquid.xyz,443,6344,0.00190729,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:41.995007+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002164447,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:41.966543+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002133117,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:41.939418+00:00,api.hyperliquid.xyz,443,6344,0.002162741,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:40.904693+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002146818,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:40.867181+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002058221,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:40.630753+00:00,api.hyperliquid.xyz,443,6344,0.002203426,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:40.619619+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002149597,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:38.367809+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002013436,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:38.353314+00:00,api.hyperliquid.xyz,443,6344,0.002237381,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:37.922020+00:00,api.hyperliquid-testnet.xyz,443,6376,0.003604331,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:37.912103+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002409378,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:36.757751+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002133011,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:36.744995+00:00,api.hyperliquid.xyz,443,6344,0.00351412,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:35.267953+00:00,api.hyperliquid.xyz,443,6344,0.00202157,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:35.261036+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002541649,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:34.320710+00:00,api.hyperliquid-testnet.xyz,443,6376,0.00205803,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:34.320340+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002315091,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:34.265270+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002224716,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:33.323118+00:00,api.hyperliquid.xyz,443,6344,0.003846719,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:33.309653+00:00,api.hyperliquid.xyz,443,6344,0.001797399,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:32.788480+00:00,api.hyperliquid-testnet.xyz,443,6376,0.001912977,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:32.775214+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002488613,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:30.816556+00:00,api.hyperliquid-testnet.xyz,443,6376,0.001918202,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:30.806570+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002405456,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:30.772041+00:00,api.hyperliquid.xyz,443,6344,0.0060286,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:29.665288+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002115684,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:28.299763+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002025235,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:28.163408+00:00,api.hyperliquid.xyz,443,6344,0.001867751,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:27.176764+00:00,api.hyperliquid.xyz,443,6344,0.002650824,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:27.129845+00:00,api.hyperliquid-testnet.xyz,443,6376,0.00259811,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:27.113932+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002263228,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:25.969361+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002105654,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:25.961446+00:00,api.hyperliquid-testnet.xyz,443,6376,0.002220125,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:24.753081+00:00,api.hyperliquid.xyz,443,6344,0.002199357,31.59.20.176,174.241.117.16,None,http
2025-12-22 21:02:24.720150+00:00,api.hyperliquid.xyz,443,6344,0.00194378,31.59.20.176,174.241.117.16,None,http
